source,context_id,consultation,turn_norm,cos_H,cos_p
MedGemma,CTX_0521,RES0035,"OK. So, just to recap, you've had a worsening wet cough producing clear or sometimes yellow/green sputum for about eight months, associated with shortness of breath on exertion, particularly walking around 200 meters. You have a history of asthma and type 2 diabetes controlled by diet, and you currently smoke half a pack of cigarettes per day, having started when you were 18. Is that correct?",0.1896219253540039,0.18485501408576965
MedGemma,CTX_0522,RES0036,And have you had any fever or chills associated with this?,0.4855276644229889,0.11468569934368134
MedGemma,CTX_0523,RES0036,"And can you tell me a bit more about the breathlessness itself? Is it constant, or does it come and go? What makes it worse, if anything?",0.19921742379665375,-0.018309446051716805
MedGemma,CTX_0524,RES0036,"OK, so just to recap, you've had worsening shortness of breath and a productive cough with rusty-colored sputum for about six days now, accompanied by chills and sharp chest pain that worsens with coughing. You haven't had any fever, recent travel, known sick contacts, night sweats, weight loss, or palpitations.",0.20140725374221802,0.05434782803058624
MedGemma,CTX_0525,RES0036,OK. And do you have any history of asthma or COPD?,0.2816673219203949,0.03128139674663544
MedGemma,CTX_0526,RES0036,"OK, so just to recap, you've had worsening shortness of breath and cough with rusty-colored sputum for about six days, accompanied by chills, feeling feverish, and sharp chest pain that worsens with coughing. You haven't had a fever documented, no recent travel, no known sick contacts, and no significant past medical history or allergies.",0.013722691684961319,0.05206422135233879
MedGemma,CTX_0527,RES0036,OK. And how much would you say you drink on average per week?,0.8818192481994629,0.24678990244865417
MedGemma,CTX_0528,RES0037,"OK, and when did you first notice this pink tinge in the sputum?",0.3011043667793274,0.8101134300231934
MedGemma,CTX_0529,RES0037,"Okay, and is the cough worse at any particular time of day or night?",0.2055349200963974,0.21242788434028625
MedGemma,CTX_0530,RES0037,"OK, and are you currently taking any medications for those conditions?",0.8252462148666382,0.3691343665122986
MedGemma,CTX_0531,RES0037,"OK, so just to summarize, you've had a cough for about two months now, producing yellow-green sputum which has recently developed a pink tinge. You were treated with antibiotics for a presumed chest infection about a month ago without improvement. The cough is persistent throughout the day and night, impacting your sleep. You also report feeling hot sometimes, waking up with night sweats, and unintentional weight loss. You traveled to India around two months ago where you stayed in crowded conditions, and a relative mentioned a cousin was sick when you returned. You deny shortness of breath, chest pain, wheezing, headaches, or swelling.",0.21163532137870789,0.2755563259124756
MedGemma,CTX_0532,RES0037,"OK. So just to summarize, you've had a cough for about two months now, producing yellow-green sputum that has recently developed a pink tinge. You were treated with azithromycin about a month ago without improvement. The cough is persistent throughout the day and night, impacting your sleep, and you've also experienced fevers, night sweats, and unintentional weight loss. You traveled to India around the time this started, stayed in crowded conditions, and have a family history of early heart disease. Given the duration, sputum characteristics, systemic symptoms like fever, night sweats, and weight loss, and your travel history, I'm concerned about potential underlying causes beyond a simple chest infection, including tuberculosis or potentially something else affecting the lungs. We need to do some further investigations.",0.08413232117891312,0.06992724537849426
MedGemma,CTX_0533,RES0038,"OK, so the cough is worse at night and you sometimes feel short of breath, especially when you're outside where your eyes also get itchy.",0.3285420536994934,0.5087848901748657
MedGemma,CTX_0534,RES0038,"OK. And when you say it gets worse, does that mean it becomes more frequent, or is the cough itself more severe?",0.774802565574646,0.5844168663024902
MedGemma,CTX_0535,RES0038,"OK, so it's happening more frequently now than when you first got back from Mexico.",0.20260635018348694,0.24128976464271545
MedGemma,CTX_0536,RES0038,OK. And do you notice the cough getting worse when you're around the cats?,0.3410404324531555,0.17134252190589905
MedGemma,CTX_0537,RES0038,OK. And how long have you been doing that for?,0.29936933517456055,0.2733774185180664
MedGemma,CTX_0538,RES0038,"OK, and so you mentioned that your son has asthma, and you had some symptoms when you were younger, and you tried his inhaler with some relief. Given your history of eczema, allergies, and recent cough, especially worse at night and with exertion, I'd like to consider the possibility of adult-onset asthma.",0.12638582289218903,-0.036550432443618774
MedGemma,CTX_0539,RES0039,"OK, and have you had any fevers or night sweats associated with this cough?",0.31151941418647766,0.39493876695632935
MedGemma,CTX_0540,RES0039,"OK, that sounds quite concerning. And you said this morning when you coughed up phlegm, there was blood in it. How much blood are we talking about? Was it just a few streaks or more significant?",0.05269599333405495,0.31960615515708923
MedGemma,CTX_0541,RES0039,"OK, so you've had this cough for about four weeks now, it produces phlegm that was clear or yellowish until today when you saw blood, you've had fevers, night sweats, fatigue, and some nausea after coughing fits, but no shortness of breath or chest pain. You were in Haiti recently where you heard people mention tuberculosis.",0.1433982253074646,0.4940706491470337
MedGemma,CTX_0542,RES0039,"OK, and have you had any unintentional weight loss recently?",0.40823647379875183,0.3394765853881836
MedGemma,CTX_0543,RES0039,"OK, and do you have any allergies to medications?",0.1486358493566513,0.29234176874160767
MedGemma,CTX_0544,RES0039,"OK, thank you for that information. So, to summarize, you've had a cough for about four weeks now, which started after returning from a volunteer trip to Haiti where you were living in close quarters and aware of some people with tuberculosis. The cough has been productive of white/yellowish phlegm until this morning when you coughed up bright red blood mixed with the phlegm. You've also experienced fevers, night sweats, fatigue, and some nausea after coughing fits, along with unintentional weight loss of about 15 pounds since the summer. You have no significant past medical history other than an appendectomy a few months ago, you take oral contraceptives, and you have an allergy to Septra. Your family history is notable for lung cancer in your grandfather (a smoker) and diabetes in your mother. Is that correct?",0.14842630922794342,0.061737507581710815
MedGemma,CTX_0545,RES0042,"OK. And are you experiencing any other symptoms like body aches, chills, sore throat, or headache?",0.3976031243801117,0.07386051118373871
MedGemma,CTX_0546,RES0042,"OK, so you had a high temperature this morning and felt hot, but no chills. And just to confirm, the cough started 3 days ago and has remained dry?",0.039406679570674896,0.5794912576675415
MedGemma,CTX_0547,RES0042,"OK, so you've had eczema since childhood, but it's currently well-controlled. And just to confirm, no other medical conditions besides Crohn's and the eczema?",0.3866106867790222,0.2871270775794983
MedGemma,CTX_0548,RES0042,OK. And how about diarrhea or constipation?,0.5726507306098938,0.051432594656944275
MedGemma,CTX_0549,RES0042,OK. And what about social history? Do you smoke or vape?,0.6793902516365051,0.16378191113471985
MedGemma,CTX_0550,RES0042,"OK, thank you for that information. And just to clarify, when you say your temperature was high this morning, what exactly did it read?",0.052993059158325195,0.05233191326260567
MedGemma,CTX_0551,RES0043,"OK. And how often is he coughing? Is it constant, or does it come and go?",0.14985644817352295,0.013849262148141861
MedGemma,CTX_0552,RES0043,"OK, and has he had any vomiting or diarrhea?",0.523926854133606,0.5512373447418213
MedGemma,CTX_0553,RES0043,"OK, thank you for that information. And just to confirm, he's had no vomiting or diarrhea?",0.42563384771347046,0.0931001827120781
MedGemma,CTX_0554,RES0043,"OK, and what about any muscle aches or joint pain?",0.41792774200439453,0.2544559836387634
MedGemma,CTX_0555,RES0043,"OK, and just to confirm, the fever is only today, correct? He didn't have a fever on Wednesday or Thursday?",0.31597447395324707,0.13157133758068085
MedGemma,CTX_0556,RES0044,"OK, and how about any body aches or muscle pain?",0.4802059531211853,0.09106127917766571
MedGemma,CTX_0557,RES0044,"OK, and what was the temperature that the nurse recorded?",0.4131425619125366,0.5257190465927124
MedGemma,CTX_0558,RES0044,"OK, so it sounds like you've got a dry cough that's been worsening over the last few days, along with some throat dryness and feeling generally tired, and you had a fever noted by the nurse. We'll check your temperature again here.",0.2146933376789093,8.360017091035843e-05
MedGemma,CTX_0559,RES0044,"OK, and do you have any allergies to medications?",0.7795014977455139,0.14693620800971985
MedGemma,CTX_0560,RES0044,"OK, and how much alcohol do you drink on average per week?",0.22108489274978638,0.06432009488344193
MedGemma,CTX_0561,RES0045,"OK, so the tea and cough syrups haven't helped. And have you had any other symptoms alongside the cough, like fever, chills, shortness of breath, chest pain, or body aches?",0.3956027328968048,0.7088911533355713
MedGemma,CTX_0562,RES0045,And any fever or chills associated with the cough?,0.6577223539352417,0.24848639965057373
MedGemma,CTX_0563,RES0045,OK. And how about fever or chills?,0.34010225534439087,0.10444771498441696
MedGemma,CTX_0564,RES0045,"OK, so loss of smell and potentially taste starting a couple of days ago, alongside the worsening cough and shortness of breath.",0.3705528974533081,0.6006404757499695
MedGemma,CTX_0565,RES0045,"OK, um, so just to recap, you've had a worsening cough for four days, mostly dry, associated with shortness of breath on exertion and after coughing, loss of smell and taste in the last two days, feeling hot/sweaty but haven't checked your temperature, and some fatigue and muscle aches recently. You don't have any chest pain, wheezing, fever chills, sputum production, or other significant symptoms. You're generally healthy, take no medications apart from a multivitamin, are allergic to cats but haven't been around any, and have no relevant family history. Is that correct?",0.09143699705600739,0.047829896211624146
MedGemma,CTX_0566,RES0045,"OK, and what medications are you currently taking, if any?",0.8155587315559387,0.2516046464443207
MedGemma,CTX_0567,RES0046,"OK, and how about fever or chills?",0.25990545749664307,0.19549639523029327
MedGemma,CTX_0568,RES0046,"OK. And the diarrhea, how often are you having bowel movements and what do they look like?",0.3050137758255005,0.18040144443511963
MedGemma,CTX_0569,RES0046,"OK, well we can certainly check your temperature and do a physical exam here today.",0.26727497577667236,0.2351434826850891
MedGemma,CTX_0570,RES0046,"OK, and where is the pain located?",0.07654624432325363,0.17598065733909607
MedGemma,CTX_0571,RES0046,"OK, so it sounds like you've got a constellation of symptoms here – cough, diarrhea, abdominal pain, nausea, loss of taste and smell, possible fever, fatigue, muscle aches, and dizziness when standing up. Given the timing and combination of these symptoms, particularly the cough, loss of taste/smell, and fatigue, we need to consider several possibilities, including viral infections like influenza or COVID-19, but also other potential causes given the GI symptoms.",0.10194522142410278,0.16403022408485413
MedGemma,CTX_0572,RES0046,"OK, so it sounds like you've got a constellation of symptoms that have been developing over the past few days. Given the cough, loss of taste and smell, fatigue, muscle aches, and now the gastrointestinal symptoms like diarrhea and abdominal pain, we need to consider a few possibilities. Have you had any recent exposure to anyone who has been sick with similar symptoms?",0.3202686309814453,0.6942307949066162
MedGemma,CTX_0573,RES0047,And what does the sputum look like? Is it coloured?,0.0778978019952774,0.05852017551660538
MedGemma,CTX_0574,RES0047,"OK, greenish sputum, no blood. And how much are you coughing up each day?",0.8099747896194458,0.43142950534820557
MedGemma,CTX_0575,RES0047,"OK, so just to recap, you've had a chronic cough for about three years, likely related to smoking and possibly chronic bronchitis, which has significantly worsened over the past three days. This worsening is associated with increased sputum production, now greenish in colour, shortness of breath, chest tightness, some wheezing, and significant fatigue. You haven't had fever, chills, weight loss recently, or any other systemic symptoms apart from the fatigue and mild foot swelling. Is that a fair summary?",0.26427382230758667,0.05700148642063141
MedGemma,CTX_0576,RES0047,"OK, and you mentioned you smoke, how much do you smoke?",0.1355208307504654,0.09082642197608948
MedGemma,CTX_0577,RES0047,"OK, Spiriva, and what is the short-acting one called?",0.043392106890678406,0.7666068077087402
MedGemma,CTX_0578,RES0048,"OK. And how about the diarrhea, any blood in the stool or abdominal pain associated with it?",0.10648573189973831,0.23010408878326416
MedGemma,CTX_0579,RES0048,"OK, and is the cough painful at all?",0.7092406749725342,0.6726744174957275
MedGemma,CTX_0580,RES0048,"OK, and any blood in the stool or black tarry stools?",0.8944058418273926,0.2745231091976166
MedGemma,CTX_0581,RES0048,"OK, so just to recap, you've got this worsening dry cough for about 10 days now, shortness of breath started about 3 days ago, and diarrhea also started about 3 days ago. You haven't had a fever, any chest pain beyond what might be from coughing, no wheezing, no swelling, no dizziness, no weight loss, and your taste and smell are intact.",0.45878106355667114,0.12956546247005463
MedGemma,CTX_0582,RES0048,"OK, so just to recap, you've got a worsening dry cough for about 10 days, shortness of breath started 3 days ago, and diarrhea also started 3 days ago with frequent watery stools. You have diabetes and high blood pressure managed with metformin and ramipril, respectively. You quit smoking 5 years ago after a long history.",0.09759675711393356,0.06186719611287117
MedGemma,CTX_0583,RES0049,"OK. And just to confirm, you haven't had any chest pain or tightness with the cough?",0.6270629167556763,0.1298457384109497
MedGemma,CTX_0584,RES0049,"OK, so a dry, harsh cough, worse in the last few days and happening throughout the day now. And you mentioned chills and feeling feverish, but haven't taken your temperature.",0.5484172701835632,0.6439794301986694
MedGemma,CTX_0585,RES0049,"OK. So just to recap, you've had a worsening cough for about seven days, intermittent fevers with chills, and yesterday developed loss of taste and smell, along with some earlier runny nose. The cough is dry, not bringing anything up, and isn't associated with shortness of breath, wheezing or chest pain. You've felt fatigued but otherwise no other significant symptoms like weight loss, rashes, sore throat, vision changes, ear issues, palpitations or limb swelling.",0.3376513719558716,-0.03597552329301834
MedGemma,CTX_0586,RES0049,"OK, and has that been helping with the symptoms at all?",0.45194000005722046,0.2491123527288437
MedGemma,CTX_0587,RES0049,"OK, and then, um, do you drink alcohol?",0.30098122358322144,0.21300825476646423
MedGemma,CTX_0588,RES0050,"Okay, so it sounds like you have a chronic cough that's recently worsened significantly. Can you tell me more about the nature of this worsening? Is it producing any phlegm, or is it dry? And what colour is the phlegm if there is any?",0.6145843863487244,0.39893966913223267
MedGemma,CTX_0589,RES0050,"Okay, so you've had a chronic cough for about five years, but it's significantly worsened in the last three days. Can you tell me more about this recent worsening? What changed?",0.6908040046691895,0.74903404712677
MedGemma,CTX_0590,RES0050,OK. And do you smoke or have you ever smoked?,0.16006258130073547,0.18028166890144348
MedGemma,CTX_0591,RES0050,OK. And have you had any fever or chills?,0.47400906682014465,0.21381264925003052
MedGemma,CTX_0592,RES0050,"OK, and how about allergies? Do you have any known allergies to medications or anything else?",0.8287801146507263,0.07650408148765564
MedGemma,CTX_0593,RES0051,OK. And have you been having any fever or chills?,0.4601190686225891,0.24333468079566956
MedGemma,CTX_0594,RES0051,"Okay, and are you experiencing any fever or chills?",0.43716156482696533,0.17916296422481537
MedGemma,CTX_0595,RES0051,"OK, and are you up to date with your vaccinations, including the flu shot and COVID-19 vaccine?",0.30329030752182007,0.22757133841514587
MedGemma,CTX_0596,RES0051,"OK, so just to recap, you've had a worsening cough for five days, starting around the same time as a sore throat, particularly with solid foods. You lost your sense of taste two days ago but haven't noticed any loss of smell. You feel slightly fatigued and possibly had a fever last night. No phlegm, blood, shortness of breath, congestion, ear or nose symptoms, wheezing, chest pain, palpitations, abdominal issues, nausea, vomiting, urinary problems, diarrhea, constipation, or muscle aches. Is that correct?",0.3346167504787445,0.029308585450053215
MedGemma,CTX_0597,RES0051,"OK, and do you smoke or vape?",0.24643254280090332,0.20827868580818176
MedGemma,CTX_0598,RES0052,"Okay, and has she had a fever at all?",0.3539222478866577,0.1729690581560135
MedGemma,CTX_0599,RES0052,And is she having any difficulty breathing or wheezing?,0.42878293991088867,0.09635284543037415
MedGemma,CTX_0600,RES0052,"OK. So just to recap, she has a harsh cough for two days, pink eye yesterday, possible sore throat, slightly decreased appetite, and felt hot but no fever taken. No wheezing, sputum, blood, congestion, loss of smell or taste, changes in urination or bowel movements, stomach pain, nausea, vomiting, headaches, aches, pains, or rashes. Is that correct?",0.5319077968597412,0.027484821155667305
MedGemma,CTX_0601,RES0052,OK. And has she been complaining of any body aches or muscle pain?,0.6441352367401123,0.10546335577964783
MedGemma,CTX_0602,RES0052,"OK, so just to recap, a 5-year-old girl with a two-day history of harsh cough, stuffy nose, and one day of pink eye without discharge or vision changes, possibly itchy, but no fever documented at home, normal appetite and bowel movements, and no other significant symptoms. Is that correct?",0.5556329488754272,0.023315690457820892
MedGemma,CTX_0603,RES0052,"OK, and what about the rest of the family? Has anyone else in the house been sick recently?",0.1342615783214569,0.3487294316291809
MedGemma,CTX_0604,RES0053,"Okay, and has he had any fever or chills with this cough?",0.6895754337310791,0.13052478432655334
MedGemma,CTX_0605,RES0053,"OK, and any vomiting or diarrhea?",0.2695649564266205,0.3132573366165161
MedGemma,CTX_0606,RES0053,"OK, and then his vaccinations are up to date?",0.17675799131393433,0.1733071506023407
MedGemma,CTX_0607,RES0053,"OK, so it sounds like he's quite fatigued after these coughing fits. And how about his appetite? Has that changed at all?",0.40962278842926025,0.5588010549545288
MedGemma,CTX_0608,RES0053,"OK, so it sounds like the cough started after a runny nose about three days ago, is getting worse, particularly at night, and is described as harsh or barky. He's not bringing anything up, no fever, no shortness of breath at rest but gets winded with coughing fits, and no wheezing. He has a sore throat and decreased appetite. Given his age and the description of the cough, I'd like to examine him now.",0.23927122354507446,0.10953422635793686
MedGemma,CTX_0609,RES0053,"OK, and then in terms of family history, any significant medical conditions that run in the family?",0.3330150544643402,0.07433179765939713
MedGemma,CTX_0610,RES0054,"OK, so it’s more of a discomfort or tightness in your chest when you are exerting yourself, particularly with the shovelling this winter?",0.5056717395782471,0.5304582118988037
MedGemma,CTX_0611,RES0054,"OK. And you mentioned a cough, and bringing up some yellow-brown phlegm for years. Has the character of that cough changed recently at all?",0.240180104970932,0.18080973625183105
MedGemma,CTX_0612,RES0054,"OK, and when did you first notice that change in your sense of smell or taste?",0.18502265214920044,0.6219334602355957
MedGemma,CTX_0613,RES0054,"OK, so just to recap, you've been experiencing worsening shortness of breath on exertion over the past few months, particularly with activities like shovelling snow, and this has been associated with a cough producing yellow-brown sputum for about 10 years, some wheezing, and occasional chest discomfort that feels related to the effort of breathing. You also mentioned a similar episode in Toronto about a year and a half ago. You have a history of high blood pressure and high cholesterol, for which you take medication regularly, and had your appendix removed as a child.",0.216343492269516,0.0346057303249836
MedGemma,CTX_0614,RES0054,"OK, well it sounds like you have quite a few risk factors for heart disease, including your family history, smoking, alcohol use, and high blood pressure and cholesterol. We need to investigate this shortness of breath further. I'd like to start with a physical examination, checking your lungs and heart, and then we can discuss some potential tests that might be helpful.",0.15390342473983765,-0.01567956432700157
MedGemma,CTX_0615,RES0055,"OK, and have you been taking all of your usual COPD medications as prescribed?",0.07743270695209503,0.1933651566505432
MedGemma,CTX_0616,RES0055,"OK, so it sounds like this might be an exacerbation of your COPD. Can you tell me if you've been using your rescue inhaler more than usual?",0.09095171838998795,0.0176364965736866
MedGemma,CTX_0617,RES0055,"OK, and how often do you use your rescue inhaler, if at all?",0.526758074760437,0.2581217288970947
MedGemma,CTX_0618,RES0055,"OK, and are you up to date on your vaccinations, particularly pneumococcal vaccine and flu shot?",0.2839265465736389,0.15799832344055176
MedGemma,CTX_0619,RES0055,"OK, well thank you for all that information. It sounds like you might be having a COPD exacerbation, possibly triggered by an infection. We should probably do an examination and maybe some tests to confirm this.",0.2367049604654312,0.018087662756443024
MedGemma,CTX_0620,RES0055,"OK, so it sounds like you're experiencing a COPD exacerbation, possibly triggered by an infection given your increased sputum production and chills. We need to check your oxygen levels and listen to your lungs. Would you mind if we do that now?",0.084051214158535,0.24989992380142212
MedGemma,CTX_0621,RES0056,"OK, and have you had any shortness of breath or chest pain with this cough?",0.48441264033317566,0.1878306269645691
MedGemma,CTX_0622,RES0056,"Okay, so a cough for about a week and chills with a possible fever starting a couple of days ago. Have you had any other symptoms, like sore throat, body aches, or shortness of breath?",0.45297905802726746,0.6757350564002991
MedGemma,CTX_0623,RES0056,"OK, and have you had any nausea, vomiting, or diarrhea?",0.4093807637691498,0.09957560151815414
MedGemma,CTX_0624,RES0056,"OK, good. And are you up to date on your vaccinations, particularly the flu shot and COVID vaccine?",0.2371806800365448,0.20783290266990662
MedGemma,CTX_0625,RES0056,"OK, and do you smoke or have you ever smoked?",0.20254337787628174,0.19076569378376007
MedGemma,CTX_0626,RES0057,"OK, and is there any pain with that pressure? Or tenderness when you touch your forehead or temples?",0.5298337340354919,0.5807920694351196
MedGemma,CTX_0627,RES0057,"OK, what did you try?",0.16660946607589722,0.3476150631904602
MedGemma,CTX_0628,RES0057,"OK, and you haven't had a sore throat?",0.41450709104537964,0.4034940302371979
MedGemma,CTX_0629,RES0057,"OK, and when was the last time you used your inhaler?",0.5127849578857422,0.31727099418640137
MedGemma,CTX_0630,RES0057,"OK, thank you for that information. It sounds like you have several symptoms consistent with a viral illness, possibly influenza or COVID-19 given the feverish feeling, headache, muscle aches, fatigue, cough, and congestion. We should consider testing for these.",-0.002304813824594021,0.05503419414162636
MedGemma,CTX_0631,RES0058,"OK, so to recap, you started with a dry cough about three or four days ago, then in the last two days developed loss of taste and smell, along with fatigue and feeling tired. Is that right?",0.43532174825668335,0.3794863522052765
MedGemma,CTX_0632,RES0058,"OK, and when did the cough start?",0.2318422943353653,0.6585120558738708
MedGemma,CTX_0633,RES0058,"OK, so a scratchy throat, dry cough started about three or four days ago, loss of taste and fatigue started two days ago, and diarrhea this morning.",0.4027705788612366,0.1083831712603569
MedGemma,CTX_0634,RES0058,"OK, so just to recap, you've had a dry cough, fatigue, some diarrhea this morning, and loss of taste and smell for about two days now.",0.1785174310207367,0.19387395679950714
MedGemma,CTX_0635,RES0058,"OK, so just to recap, you've had a dry cough, fatigue, loss of taste, some diarrhea this morning, and feeling a bit dizzy when getting up this morning for the past few days. You mentioned being around someone with similar symptoms at school.",-0.06549720466136932,0.011135677807033062
MedGemma,CTX_0636,RES0058,"OK, so it sounds like you've had a few days of cough, fatigue, loss of taste and smell, some dizziness, and diarrhea this morning.",0.14813297986984253,-0.08443611115217209
MedGemma,CTX_0637,RES0059,"OK, and any chills with that feeling of being hot?",0.4818965196609497,0.5426133275032043
MedGemma,CTX_0638,RES0059,"OK, so just to recap, you've had a dry cough for about three days, felt hot but haven't taken your temperature, some mild throat soreness, and loss of smell. You were slightly short of breath running yesterday, but no chest pain, wheezing, or issues swallowing. Is that right?",0.3409596085548401,0.050519946962594986
MedGemma,CTX_0639,RES0059,"OK, so just to recap, you've got a dry cough for three days, feeling hot but haven't taken your temperature, some throat soreness, and loss of smell. You had mild shortness of breath yesterday when running, but no chest pain, wheezing, sputum, blood, swallowing issues, ear problems, vision changes, night sweats or weight loss. Is that right?",0.16815641522407532,0.22586485743522644
MedGemma,CTX_0640,RES0059,"OK, so just to recap, you've had a dry cough, feeling hot, sore throat, and some body aches starting about three days ago, with some mild shortness of breath on exertion and loss of smell. Is that right?",0.2646823525428772,0.13705627620220184
MedGemma,CTX_0641,RES0059,"OK, and do you smoke or vape?",0.21499352157115936,0.09740591049194336
MedGemma,CTX_0642,RES0060,"OK, and have you had any body aches or muscle pain?",0.4053606390953064,0.39803165197372437
MedGemma,CTX_0643,RES0060,"OK, and how often are you coughing? Is it constant or does it come in bouts?",0.6410144567489624,0.05454114079475403
MedGemma,CTX_0644,RES0060,"OK, and how long ago was that trip to the mall?",0.41787299513816833,0.1391821801662445
MedGemma,CTX_0645,RES0060,"OK, so nausea without vomiting. And any dizziness or lightheadedness?",0.73939448595047,0.5249054431915283
MedGemma,CTX_0646,RES0060,"OK, so just to confirm, no allergies to any medications?",0.7583351731300354,0.18652209639549255
MedGemma,CTX_0647,RES0060,"OK, so just to confirm, you have a penicillin allergy that causes hives.",0.33999353647232056,0.47035497426986694
MedGemma,CTX_0648,RES0061,OK. And how much fluid are you able to keep down?,0.28067803382873535,-0.027164634317159653
MedGemma,CTX_0649,RES0061,"OK, and are you having any pain with your eyes?",0.6024765372276306,0.5485857725143433
MedGemma,CTX_0650,RES0061,"OK, so you've been feeling generally unwell for about five days with loss of appetite, but the nausea and vomiting have been worse in the last two days. You've also had some feverishness, tiredness, changes in taste and smell, and red eyes, but no abdominal pain, diarrhea, constipation, blood in stool or vomit, cough change, shortness of breath, or wheezing.",0.23558974266052246,0.36940306425094604
MedGemma,CTX_0651,RES0061,"OK, good to know. And are you up to date on your vaccinations, including the flu shot and COVID vaccine?",0.20520874857902527,0.3082900047302246
MedGemma,CTX_0652,RES0061,"OK, and do you smoke or vape?",0.0834052562713623,0.11545328795909882
MedGemma,CTX_0653,RES0061,"OK, so you live with your son. Is he currently sick or has he been sick recently?",0.5023492574691772,0.3049558401107788
MedGemma,CTX_0654,RES0062,"OK, and have you had any fever or chills associated with this?",0.4526916742324829,0.16915859282016754
MedGemma,CTX_0655,RES0062,"OK, and do you have any chest pain associated with the cough or shortness of breath?",0.6636174917221069,0.17681394517421722
MedGemma,CTX_0656,RES0062,"OK, and do you smoke or have you ever smoked?",0.08297847211360931,0.18825575709342957
MedGemma,CTX_0657,RES0062,"OK, and have you had a fever or chills with this illness?",0.3232682943344116,0.33293697237968445
MedGemma,CTX_0658,RES0062,"OK, so you haven't taken your temperature, but you have felt a bit warm.",0.6942655444145203,0.62608402967453
MedGemma,CTX_0659,RES0062,"OK, so you visited your mother at a long-term care facility recently where there's been a COVID outbreak.",0.1462753415107727,0.27523621916770935
MedGemma,CTX_0660,RES0063,"OK, and any nausea, vomiting, diarrhea, or abdominal pain?",0.40057873725891113,0.33658507466316223
MedGemma,CTX_0661,RES0063,"Okay, and have you had any cough or shortness of breath with this?",0.3129711151123047,0.28169503808021545
MedGemma,CTX_0662,RES0063,"OK, good. And have you had a flu shot this year?",0.3828355073928833,0.587896466255188
MedGemma,CTX_0663,RES0063,"OK, so Ramipril, Metformin, and Crestor. Are you up to date on your vaccinations, particularly your flu shot and COVID vaccine?",0.6033240556716919,0.46231257915496826
MedGemma,CTX_0664,RES0063,"OK, so you've had these symptoms for about 5 days now, starting with a sore throat, then chills and muscle aches around 3 days ago.",-0.019384857267141342,0.10222703963518143
MedGemma,CTX_0665,RES0063,"OK, so just to recap, you've had a sore throat for 5 days, chills and muscle aches for 3 days, some fatigue, and decreased appetite. You don't have a cough, shortness of breath, chest pain, dizziness, changes in bowel movements, nausea, vomiting, joint pain, or any rashes. You do have a history of high blood pressure, diabetes, and high cholesterol, managed with Ramipril, Metformin, and Crestor respectively. You are up to date on immunizations including Shingrix and Pneumovax, have no allergies, and your family history is significant for hypertension, heart attack in your father, and colorectal cancer in your son. You live alone in a safe apartment and haven't had any sick contacts.",0.024352286010980606,0.05811476707458496
MedGemma,CTX_0666,RES0064,"Okay, I understand. Has he had any fever with this sore throat and chills?",0.5881367325782776,0.5606454610824585
MedGemma,CTX_0667,RES0064,"Okay, and any cough? Fever?",0.2996686100959778,0.04876738041639328
MedGemma,CTX_0668,RES0064,"OK, so just to recap, he's had a sore throat for three to four days, chills yesterday, decreased appetite due to pain swallowing solids, redness in the throat, possibly swollen tonsils, maybe some lumps in the neck, and no cough, runny nose, fever documented, rash, changes in vision or hearing, shortness of breath, wheezing, chest pain, or racing heart. Is that correct?",0.46905866265296936,0.067125603556633
MedGemma,CTX_0669,RES0064,OK. And has he been vomiting or had any diarrhea?,0.2156180441379547,0.0927446112036705
MedGemma,CTX_0670,RES0064,"OK, and is your child currently attending daycare or school?",0.12013395875692368,0.13774244487285614
MedGemma,CTX_0671,RES0065,OK. And are you having any difficulty swallowing?,0.3007943332195282,0.12215355038642883
MedGemma,CTX_0672,RES0065,"Okay, and besides the sore throat and fever, have you had any other symptoms like cough, runny nose, body aches, or anything else?",0.6834424138069153,0.4648287892341614
MedGemma,CTX_0673,RES0065,"OK, and how about your energy levels? Have you been feeling more tired than usual?",0.7283552885055542,0.18512552976608276
MedGemma,CTX_0674,RES0065,"OK, and do you smoke or vape at all?",0.29952576756477356,0.2120189368724823
MedGemma,CTX_0675,RES0065,"OK, thank you for that information. And just to confirm, you're not currently taking any other medications besides the Sulfasalazine?",0.25864309072494507,0.2500571310520172
MedGemma,CTX_0676,RES0066,"Okay, and did they give you any specific instructions when you left the hospital regarding follow-up or if your symptoms returned?",0.3766743838787079,0.5191266536712646
MedGemma,CTX_0677,RES0066,"OK, and how about chest pain? Any pain when you cough or take a deep breath?",0.4513179659843445,0.03311942145228386
MedGemma,CTX_0678,RES0066,"OK, and just to confirm, you've been taking the antibiotics as prescribed since you left the hospital?",0.23367929458618164,0.11932249367237091
MedGemma,CTX_0679,RES0066,"OK, so just to recap, you were recently hospitalised for bacterial pneumonia, discharged five days ago after treatment with antibiotics. Since leaving the hospital, your symptoms of cough, shortness of breath, and fever have returned and are now worse than they were before discharge. The cough is harsh and persistent, producing a small amount of yellow sputum about 10-15 times a day without blood. You've had chills and feel hot during the day but haven't taken your temperature. Shortness of breath occurs mainly with activity. You also have some generalised muscle aches, particularly in your thighs and shoulders, and fatigue, but no dizziness, swelling, chest pain, headache, nausea, vomiting, or palpitations. Is that correct?",0.3412356972694397,-0.008395546115934849
MedGemma,CTX_0680,RES0066,"OK, and what is the Synthroid for?",0.341721773147583,0.469485342502594
